@RELATION characters
@ATTRIBUTE name  STRING
@ATTRIBUTE culture  {"ironborn" , "northmen" , "freefolk" , "braavosi" , "valyrian" , "ghiscari" , "dothraki" , "dornish" , "westeros" , "mountainclans" , "tyroshi" , "qaren" , "ironmen"}
@ATTRIBUTE allegiance  {"Allyrion","Ambrose","Arryn","Ashford","Baelish","Ball","Banefort","Bar","Baratheon","Beesbury","Belmore","Bettley","Blackbar","Blackberry","Blackfyre","Blackmont","Blacktyde","Blackwood","Blanetree","Blount","Boggs","Bolling","Bolton","Borrell","Botley","Bracken","Brax","Broom","Brune","Buckler","Bulwer","Bushy","Butterwell","Byrch","Bywater","Cafferen","Caron","Cassel","Caswell","Celtigar","Cerwyn","Charlton","Chelsted","Chester","Chyttering","Clegane","Clifton","Cockshaw","Codd","Coldwater","Cole","Condon","Conklyn","Connington","Corbray","Costayne","Cox","Crabb","Crakehall","Crane","Cupps","Cuy","Dalt","Darklyn","Darry","Dayne","Deddings","Dondarrion","Drinkwater","Drumm","Dustin","Egen","Erenford","Errol","Estermont","Estren","Farman","Farring","Farwynd","Fell","Flint","Florent","Foote","Fossoway","Fowler","Frey","Gargalen","Gaunt","Glover","Goodbrook","Goodbrother","Gower","Graceford","Grafton","Grandison","Greenfield","Grell","Greyjoy","Grimm","Haigh","Harclay","Hardy","Hardyng","Harlaw","Hasty","Hawick","Hayford","Hetherspoon","Hewett","Hightower","Hoare","Hogg","Hollard","Hornwood","Horpe","Humble","Hunt","Hunter","Inchfield","Ironmaker","Jast","Jordayne","Karstark","Kenning","Kettleblack","Lannister","Lefford","Leygood","Liddle","Locke","Longthorpe","Lonmouth","Lorch","Lothston","Lychester","Lydden","Lynderly","Mallery","Mallister","Manderly","Manwoody","Marbrand","Martell","Massey","Meadows","Merlyn","Merryweather","Mertyns","Mollen","Moore","Mooton","Moreland","Mormont","Morrigen","Mudd","Mullendore","Myre","Nayland","Norcross","Norrey","Norridge","Nymeros","Oakheart","Osgrey","Paege","Payne","Peake","Peckledon","Penrose","Piper","Plumm","Poole","Potter","Prester","Qorgyle","Rambton","Redbeard","Redfort","Redwyne","Reed","Reyne","Rhysling","Risley","Roote","Rosby","Rowan","Royce","Ruttiger","Ryger","Rykker","Ryswell","Santagar","Sarsfield","Sawyer","Seaworth","Selmy","Serry","Sharp","Shepherd","Shett","Slynt","Smallwood","Sparr","Spicer","Stackspear","Staedmon","Stark","Staunton","Stokeworth","Stonehouse","Stonetree","Stout","Strickland","Strong","Sunderland","Sunglass","Swann","Swyft","Tallhart","Targaryen","Tarly","Tarth","Tawney","Templeton","Thorne","Toland","Tollett","Toyne","Trant","Tully","Turnberry","Tyrell","Uffering","Uller","Umber","Vaith","Vance","Varner","Velaryon","Vikary","Volmark","Vypren","Vyrwel","Wagstaff","Wayn","Waynwood","Weaver","Webber","Wells","Wellsofthe","Westerling","Whent","Willum","Wode","Woods","Woolfield","Wull","Wylde","Wynch","Wythers","Yew","Yronwood"}
@ATTRIBUTE born  NUMERIC
@ATTRIBUTE title  {"Iron King" , "King in the North" , "Hand of the King" , "King" , "Princess" , "Prince" , "Lord Commander" , "Queen" , "Lady" , "Knight" , "Commander" , "Captain" , "Grand Maester" , "Archmaester" , "Maester" , "Master" , "Admiral" , "Lord" , "Sword" , "Steward" , "Cupbearer" , "Septa" , "Septon" , "Wisdom" , "Shield" , "Khal" , "Bloodrider" , "Castellan" , "Ser"}
<<<<<<< HEAD
@ATTRIBUTE isAlive {'dead','alive'}
@DATA
"Quaro","dothraki",?,?,?,1,0,0,0,1,"dead"
"Quellon Botley","ironborn",Botley,?,?,0,0,0,1,0,"alive"
"Quellon Greyjoy","ironborn",Greyjoy,?,"Lord",0,0,0,1,0,"dead"
"Quellon Humble","ironborn",Humble,?,?,0,0,0,1,1,"alive"
"Quence","braavosi",?,?,?,0,0,0,1,0,"alive"
"Quent","northmen",Stark,?,?,1,1,1,1,0,"alive"
"Quenten Banefort",?,Banefort,?,"Lord",1,0,1,1,1,"alive"
"Quentin Tyrell",?,Tyrell,?,"Ser",0,0,1,1,0,"dead"
"Quenton Greyjoy","ironborn",Greyjoy,?,?,0,0,0,1,0,"alive"
"Quenton Hightower",?,Hightower,?,"Lord",0,0,0,1,0,"dead"
"Quentyn Ball",?,Ball,?,"Ser",0,0,0,0,0,"dead"
"Quentyn Blackwood",?,Blackwood,?,"Lord",0,0,0,0,0,"dead"
"Quentyn Martell","dornish",Martell,781,"Prince",1,1,1,1,1,"dead"
"Quentyn Qorgyle",?,Qorgyle,?,"Lord",0,0,0,1,1,"alive"
"Quhuru Mo",?,?,?,?,0,1,0,1,0,"alive"
"Quickfinger",?,Blackfyre,?,?,0,0,0,0,0,"alive"
"Quill","braavosi",?,?,?,0,0,0,1,0,"alive"
"Quincy Cox",?,Cox,?,"Knight",0,0,0,1,0,"alive"
"Quort",?,?,785,?,0,0,1,0,0,"dead"
"Qyburn",?,Lannister,717,"Master",0,1,1,1,1,"alive"
"Qyle",?,?,?,?,0,1,0,0,0,"dead"
"Racallio Ryndoon","tyroshi",?,?,?,0,0,0,0,0,"alive"
"Rafe",?,?,?,?,0,0,0,0,0,"alive"
"Rafford",?,Clegane,?,?,0,1,1,1,1,"dead"
"Ragnor Pyke","ironborn",Greyjoy,?,?,0,0,0,1,0,"alive"
"Ragwyle","freefolk",?,?,?,0,1,1,1,1,"alive"
"Rainbow Knight",?,?,?,?,1,0,0,0,0,"alive"
"Rakharo","dothraki",Targaryen,?,"Bloodrider",1,1,1,1,1,"alive"
"Ralf (Limper)",?,?,?,?,0,0,0,0,0,"alive"
"Ralf (Lordsport)",?,?,?,?,0,0,0,0,0,"alive"
"Ralf (Shepherd)",?,?,?,?,0,0,0,0,0,"alive"
"Ralf Kenning","ironborn",Kenning,?,"Commander",0,0,0,1,1,"dead"
"Ralf Stonehouse","ironborn",Stonehouse,?,"Captain",0,0,0,1,1,"alive"
"Ramsay Snow",?,Bolton,782,"Lord",0,1,1,1,1,"alive"
"Randa",?,?,?,?,0,0,1,0,0,"dead"
"Randyll Tarly",?,Tarly,?,"Master",1,1,1,1,1,"alive"
"Rast",?,?,?,?,1,1,1,0,0,"dead"
"Rat Cook",?,?,?,?,0,0,1,0,1,"alive"
"Rattleshirt",?,?,?,?,0,0,0,0,0,"alive"
"Ravella Swann",?,Swann,?,"Lady",0,0,1,1,0,"alive"
"Raventree Hall",?,?,?,?,0,0,0,0,0,"alive"
"Rawney",?,?,?,?,0,0,0,1,0,"alive"
"Raymar Royce",?,Royce,?,"Lord",0,0,1,0,0,"alive"
"Raymond Nayland",?,Nayland,?,"Ser",0,0,0,1,0,"alive"
"Raymun","freefolk",?,?,"King",0,1,0,0,1,"dead"
"Raymun Darry",?,Darry,?,"Lord",1,0,1,1,0,"dead"
"Raymun Fossoway",?,Fossoway,?,"Ser",0,0,0,0,0,"alive"
"Raymund Frey",?,Frey,764,"Ser",0,1,1,1,1,"alive"
"Raymund Tyrell",?,Tyrell,?,?,0,0,1,1,0,"alive"
"Raynald Westerling",?,Westerling,?,"Ser",0,0,1,1,0,"dead"
"Raynard",?,?,?,"Septon",0,0,0,1,1,"alive"
"Raynard Ruttiger",?,Ruttiger,?,"Ser",0,0,0,1,1,"alive"
"Red Alyn of the Rosewood",?,?,?,?,0,0,1,0,0,"dead"
"Red Oarsman","ironborn",?,?,?,0,0,0,1,1,"alive"
"Red Rolfe",?,Greyjoy,?,?,0,1,0,0,0,"dead"
"Redtusk",?,?,?,?,0,0,0,0,0,"alive"
"Redwyn",?,?,?,?,0,1,0,0,0,"alive"
"Reek",?,Bolton,?,?,0,1,0,1,1,"dead"
"Regenard Estren",?,Estren,?,"Lord",1,0,1,1,1,"alive"
"Renfred Rykker",?,Rykker,?,"Lord",0,0,0,1,1,"alive"
"Renly Baratheon",?,Baratheon,777,"King",1,1,1,1,1,"dead"
"Renly Norcross",?,Norcross,796,?,0,1,1,1,0,"alive"
"Rennifer Longwaters",?,Baratheon,?,?,0,0,0,1,1,"alive"
"Reynard Webber",?,Webber,?,"Lord",0,0,0,0,0,"alive"
"Reysen",?,?,?,?,0,1,0,0,0,"alive"
"Reznak mo Reznak","ghiscari",Targaryen,?,?,0,0,0,0,1,"alive"
"Rhae Targaryen",?,Targaryen,701,"Princess",0,0,0,0,0,"alive"
"Rhaegar Frey",?,Frey,769,?,0,1,1,1,1,"dead"
"Rhaegar Targaryen","valyrian",Targaryen,759,"Prince",1,1,1,1,1,"dead"
"Rhaegel Targaryen",?,Targaryen,673,"Prince",0,0,0,0,0,"dead"
"Rhaego",?,Targaryen,798,?,1,1,1,1,0,"dead"
"Rhaella Targaryen",?,Targaryen,745,"Princess",1,0,1,1,1,"dead"
"Rhaelle Targaryen",?,Targaryen,729,"Princess",0,0,0,1,1,"alive"
"Rhaena Targaryen (daughter of Aegon III)",?,Targaryen,647,"Septa",0,0,0,0,0,"alive"
"Rhaena Targaryen (daughter of Daemon)",?,Targaryen,616,"Lady",0,0,0,0,0,"alive"
"Rhaenys Targaryen","valyrian",Targaryen,475,"Queen",1,0,0,0,0,"dead"
"Rhaenys Targaryen (daughter of Aemon)","valyrian",Targaryen,574,"Princess",0,0,0,0,0,"dead"
"Rhaenys Targaryen (daughter of Rhaegar)",?,Targaryen,780,?,1,1,1,1,1,"dead"
"Rhea Florent",?,Florent,?,?,0,1,1,1,0,"alive"
"Rhea Royce",?,Royce,?,"Lady",0,0,0,0,0,"dead"
"Rhialta Vance",?,Vance,?,?,0,0,0,1,0,"alive"
"Rhogoro","dothraki",?,?,"Khal",1,0,0,1,0,"alive"
"Rhonda Rowan",?,Rowan,?,?,0,0,0,1,0,"alive"
"Ricasso",?,Martell,?,?,0,0,0,1,1,"alive"
"Richard Farrow",?,?,?,"Ser",0,0,0,1,0,"dead"
"Richard Horpe",?,Horpe,?,"Ser",0,0,0,1,1,"alive"
"Richard Lonmouth",?,Lonmouth,?,"Ser",0,0,1,0,0,"alive"
"Rickard Karstark","northmen",Karstark,?,"Lord",1,1,1,1,1,"dead"
"Rickard Ryswell","northmen",Ryswell,?,?,0,0,0,1,1,"alive"
"Rickard Stark","northmen",Stark,727,"Lord",1,1,1,0,1,"dead"
"Rickard Stark (King)",?,?,?,?,0,0,0,0,0,"alive"
"Rickard Thorne",?,Thorne,?,"Ser",0,0,0,0,0,"alive"
"Rickard Tyrell",?,Tyrell,?,?,0,0,1,1,0,"alive"
"Rickard Wylde",?,Wylde,795,?,0,1,1,1,0,"alive"
"Rickon Stark","northmen",Stark,795,"Prince",1,1,1,1,1,"alive"
"Rigney",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Rills",?,?,?,?,0,0,0,0,0,"alive"
"Rob",?,Osgrey,?,?,0,0,0,0,0,"alive"
"Robar Royce",?,Royce,777,"Ser",1,1,1,1,0,"dead"
"Robb Reyne",?,Reyne,?,"Ser",0,0,0,0,0,"alive"
"Robb Stark",?,?,783,"King in the North",0,0,0,0,0,"dead"
"Robert Arryn",?,Arryn,792,"Lord",1,1,1,1,1,"alive"
"Robert Ashford",?,Ashford,?,"Ser",0,0,0,0,0,"alive"
"Robert Baratheon",?,?,?,?,0,0,0,0,0,"alive"
"Robert Brax",?,Brax,?,"Ser",0,1,1,0,0,"dead"
"Robert Brax (son of Flement)",?,Brax,790,?,0,1,1,1,0,"alive"
"Robert Flowers",?,?,?,"King",0,0,0,1,0,"alive"
"Robert Frey",?,Frey,786,?,0,1,1,1,0,"alive"
"Robert Frey (son of Raymund)",?,Frey,783,?,0,1,1,1,0,"alive"
"Robert Paege",?,Paege,?,"Ser",0,0,1,0,0,"alive"
"Robett Glover","northmen",Glover,?,?,1,1,1,1,1,"alive"
"Robin",?,?,?,?,0,0,0,1,0,"dead"
"Robin Flint",?,Flint,?,?,1,1,1,1,0,"dead"
"Robin Greyjoy","ironborn",Greyjoy,?,?,0,0,0,1,0,"dead"
"Robin Hill",?,?,?,"Lord Commander",0,0,1,0,0,"alive"
"Robin Hollard",?,Hollard,?,?,0,0,0,1,0,"alive"
"Robin Moreland",?,Moreland,?,"Lord",0,0,0,1,1,"alive"
"Robin Potter",?,Potter,?,"Ser",0,0,0,1,0,"alive"
"Robin Ryger",?,Ryger,737,"Ser",1,1,1,1,1,"alive"
"Robyn Rhysling",?,Rhysling,?,"Ser",0,0,0,0,0,"alive"
"Rodrik Cassel",?,Cassel,?,"Ser",1,1,1,1,1,"dead"
"Rodrik Flint",?,?,?,"Lord Commander",0,0,1,0,0,"alive"
"Rodrik Freeborn","ironborn",?,?,?,0,0,0,1,1,"alive"
"Rodrik Greyjoy","ironborn",Greyjoy,774,?,1,1,1,1,1,"dead"
"Rodrik Harlaw","ironborn",Harlaw,?,"Captain",0,1,1,1,1,"alive"
"Rodrik Ryswell","northmen",Ryswell,?,"Lord",0,0,0,1,1,"alive"
"Rodrik Stark","northmen",Stark,?,"King in the North",1,0,0,0,0,"alive"
"Rodrik Stark (son of Beron)","northmen",Stark,?,?,0,0,0,0,1,"alive"
"Rodwell Stark","northmen",Stark,?,"Lord",0,1,0,0,0,"alive"
"Roelle",?,?,?,"Septa",0,0,0,1,0,"alive"
"Roger Hogg",?,Hogg,?,"Knight",0,0,0,1,0,"alive"
"Roger Ryswell","northmen",Ryswell,?,?,0,0,0,1,1,"alive"
"Roger of Pennytree",?,?,?,?,0,0,0,0,0,"dead"
"Roggo","braavosi",?,?,?,0,0,0,1,0,"alive"
"Rohanne Webber",?,Webber,685,"Lady",0,0,0,0,0,"alive"
"Roland Crakehall (Kingsguard)",?,Crakehall,?,"Ser",0,0,0,0,0,"alive"
"Roland Crakehall (Lord)",?,Crakehall,?,"Lord",0,1,1,1,1,"alive"
"Rolder",?,Lannister,?,?,0,0,0,1,0,"alive"
"Rolfe",?,?,?,?,0,1,0,0,0,"alive"
"Rollam Westerling",?,Westerling,790,?,0,0,1,1,0,"alive"
"Rolland Darklyn",?,Darklyn,?,"Ser",0,0,0,1,0,"alive"
"Rolland Longthorpe",?,Longthorpe,?,"Lord",0,0,0,1,1,"alive"
"Rolland Storm",?,Caron,?,"Lord",0,0,1,1,1,"alive"
"Rolland Uffering",?,Uffering,?,"Ser",0,0,0,0,0,"alive"
"Rolley",?,?,?,?,0,0,1,0,0,"dead"
"Rolly Duckfield",?,Targaryen,?,"Ser",0,0,0,0,1,"alive"
"Rolph Spicer",?,Spicer,?,"Lord",0,0,1,1,0,"alive"
"Romny Weaver","ironborn",Weaver,?,?,0,0,0,1,0,"alive"
"Ronald Connington",?,Connington,?,"Knight",0,0,0,0,1,"alive"
"Ronald Storm",?,Connington,?,?,0,0,0,0,1,"alive"
"Ronald Vance",?,Vance,?,"Ser",0,0,1,1,0,"alive"
"Ronel Rivers",?,Frey,?,?,1,1,1,1,1,"alive"
"Ronnel Arryn",?,?,?,?,0,0,0,0,0,"alive"
"Ronnel Harclay",?,Harclay,?,?,0,0,1,0,0,"alive"
"Ronnel Stout",?,Stout,?,?,0,0,1,0,0,"alive"
"Ronnet Connington",?,Connington,774,"Knight",0,1,1,1,1,"alive"
"Roone",?,?,786,?,0,0,0,1,0,"alive"
"Roone (maester)",?,?,?,"Maester",0,0,1,1,0,"alive"
"Roose Bolton","northmen",Bolton,760,"Lord",1,1,1,1,1,"alive"
"Roose Ryswell","northmen",Ryswell,?,?,0,0,0,1,1,"alive"
"Rorge",?,?,?,?,0,1,1,1,0,"dead"
"Roro Uhoris","tyroshi",?,?,?,0,0,1,0,1,"dead"
"Roryn Drumm","ironborn",Drumm,?,?,0,0,0,1,0,"alive"
"Rosamund Lannister",?,Lannister,?,?,0,0,0,1,1,"alive"
"Rosey",?,?,784,?,0,0,0,1,0,"alive"
"Roslin Frey",?,Frey,782,?,0,1,1,1,1,"alive"
"Rossart",?,?,?,"Hand of the King",0,1,1,1,0,"dead"
"Rowan","freefolk",?,?,?,0,0,0,0,1,"dead"
"Royce Coldwater",?,Coldwater,?,"Lord",0,0,0,1,0,"alive"
"Ruby Ford",?,?,?,?,0,0,0,0,0,"alive"
"Rudge",?,?,?,?,1,0,0,0,0,"alive"
"Rufus Leek",?,Rykker,?,"Ser",0,0,0,1,1,"alive"
"Rugen",?,?,?,?,1,0,1,1,0,"alive"
"Runcel Hightower",?,Hightower,?,"Lord Commander",0,0,1,0,0,"alive"
"Runciter",?,?,?,"Grand Maester",0,0,0,0,0,"dead"
"Runestone",?,?,?,?,0,0,0,0,0,"alive"
"Rupert Brax",?,Brax,?,"Ser",0,1,1,0,0,"dead"
"Rupert Crabb",?,Crabb,?,"Ser",0,0,0,1,0,"alive"
"Rus","ironmen",?,?,?,0,0,0,1,0,"alive"
"Rusty Flowers",?,?,?,?,0,0,0,0,1,"alive"
"Ryam",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Ryam Florent",?,Florent,?,"Ser",0,1,1,1,0,"alive"
"Ryam Redwyne",?,Redwyne,?,"Hand of the King",1,1,1,1,0,"dead"
"Rycherd Crane",?,Crane,?,"Ser",0,1,1,1,0,"alive"
"Ryella Frey",?,Frey,794,?,0,1,1,1,0,"alive"
"Ryella Royce",?,Royce,?,?,0,1,1,1,0,"alive"
"Ryger Rivers",?,Frey,?,?,1,1,1,1,1,"alive"
"Ryk",?,?,?,?,0,0,1,1,1,"alive"
"Rylene Florent",?,Florent,?,?,0,1,1,1,0,"alive"
"Ryles",?,?,?,?,0,0,1,0,0,"dead"
"Ryman Frey",?,Frey,746,"Ser",0,1,1,1,1,"dead"
"Rymolf",?,?,?,?,0,0,0,0,0,"alive"
"Rymund the Rhymer",?,?,?,?,0,1,1,0,0,"alive"
"Ryon Allyrion","dornish",Allyrion,?,"Ser",0,0,1,1,1,"alive"
"S'vrone","braavosi",?,?,?,0,0,0,1,1,"alive"
"Saathos",?,?,?,?,0,1,0,0,0,"alive"
"Saera Targaryen","valyrian",Targaryen,?,"Princess",0,0,0,0,0,"alive"
"Sailor's Wife",?,?,?,?,0,0,0,1,0,"alive"
"Salladhor Saan",?,Baratheon,?,"Prince",0,1,1,1,1,"alive"
"Sallei Paege",?,Paege,?,?,0,1,1,1,0,"alive"
"Sallor","qaren",?,?,?,0,0,1,0,0,"dead"
"Salloreon",?,?,?,?,0,1,0,0,0,"alive"
"Sam Stoops",?,Osgrey,?,?,0,0,0,0,0,"alive"
"Samwell Spicer",?,Spicer,?,"Ser",0,0,1,1,0,"alive"
"Samwell Stone",?,Royce,?,"Ser",0,0,0,1,0,"alive"
"Samwell Tarly","westeros",?,783,?,1,1,1,1,1,"alive"
"Sandor Clegane",?,Clegane,770,?,1,1,1,1,1,"dead"
"Sandor Frey",?,Frey,787,?,0,1,1,1,0,"alive"
"Sansa Stark","northmen",Stark,786,"Princess",1,1,1,1,1,"alive"
"Sarella Sand","dornish",Martell,780,?,0,0,1,1,1,"alive"
"Sargon Botley","ironborn",Botley,?,?,0,0,0,1,0,"alive"
"Sarra Frey",?,Frey,785,?,0,1,1,1,0,"alive"
"Sarya Whent",?,Whent,?,"Lady",0,1,1,1,1,"alive"
"Satin",?,?,780,?,0,1,1,1,1,"alive"
"Sawane Botley","ironborn",Botley,?,"Captain",0,1,1,1,0,"dead"
"Sawwood",?,?,?,?,0,0,1,0,0,"alive"
"Scarb",?,?,?,?,0,0,1,0,0,"dead"
"Scolera",?,?,?,"Septa",0,0,0,1,1,"alive"
"Seagard",?,?,?,?,0,0,0,0,0,"alive"
"Sebaston Farman",?,Farman,?,"Lord",0,0,0,1,1,"alive"
"Second Sons",?,?,?,?,0,0,0,0,0,"alive"
"Sedgekins",?,?,?,?,0,0,1,0,0,"alive"
"Sefton Staunton",?,Staunton,?,"Septon",0,0,0,0,0,"alive"
"Selmond Stackspear",?,Stackspear,?,"Lord",0,0,1,1,1,"alive"
"Selwyn Tarth",?,Tarth,745,"Lord",0,1,1,1,1,"alive"
"Selyse Florent",?,Florent,?,"Queen",1,1,1,1,1,"alive"
"Senelle",?,Lannister,?,?,0,0,0,1,0,"dead"
"Serala",?,Darklyn,?,?,0,0,0,1,0,"alive"
"Serra",?,?,?,?,0,0,0,0,1,"dead"
"Serra Frey",?,Frey,785,?,0,1,1,1,0,"alive"
"Shadrick",?,?,?,?,0,0,0,0,0,"alive"
"Shae",?,?,780,?,1,1,1,1,1,"dead"
"Shagga","mountainclans",?,?,?,1,1,1,1,1,"alive"
"Shagwell",?,?,?,?,0,1,1,1,0,"dead"
"Sharna",?,?,?,?,0,0,1,1,0,"alive"
"Sheepstealer",?,?,?,?,0,0,0,0,0,"alive"
"Shella",?,?,?,?,1,0,0,0,0,"alive"
"Shella Whent",?,Whent,?,"Lady",1,1,1,1,1,"dead"
"Sherrit",?,?,?,"King",0,0,1,0,0,"alive"
"Shiera Crakehall",?,Crakehall,?,?,0,0,1,1,1,"alive"
"Shiera Seastar","westeros",Targaryen,678,?,0,0,0,0,1,"alive"
"Shierle Swyft",?,Swyft,?,?,0,0,1,1,0,"alive"
"Shireen Baratheon",?,Baratheon,789,"Princess",1,1,1,1,1,"alive"
"Shirei Frey",?,Frey,792,?,0,1,1,1,1,"alive"
"Shortear",?,Lannister,?,?,0,0,0,1,0,"alive"
"Shyra","northmen",Stark,?,?,0,1,0,1,0,"alive"
"Shyra Errol",?,Errol,?,"Lady",0,1,0,0,0,"alive"
"Sigfry Stonetree","ironborn",Stonetree,?,?,0,0,0,1,0,"alive"
"Sigfryd Harlaw","ironborn",Harlaw,?,"Master",0,0,0,1,1,"alive"
"Sigrin",?,Greyjoy,?,?,0,1,1,0,0,"alive"
"Simon Leygood",?,Leygood,?,"Ser",0,0,0,0,0,"alive"
"Simon Staunton",?,Staunton,?,"Ser",0,0,0,0,0,"alive"
"Simon Toyne",?,?,?,?,1,1,1,1,0,"dead"
"Skahaz mo Kandaq","ghiscari",Targaryen,?,?,0,0,0,0,1,"alive"
"Skinner",?,Bolton,?,?,0,0,0,0,1,"alive"
"Skittrick","northmen",Stark,?,?,0,1,0,0,0,"alive"
"Sky Blue Su",?,?,?,?,0,0,1,0,0,"alive"
"Skyte","ironborn",Greyjoy,?,?,0,1,1,1,0,"alive"
"Snakewood",?,?,?,?,0,0,0,0,0,"alive"
"Southshield",?,?,?,?,0,0,0,0,0,"alive"
"Squinty Jeyne",?,Osgrey,?,?,0,0,0,0,0,"alive"
"Standfast",?,?,?,?,0,0,0,0,0,"alive"
"Stone Hedge",?,?,?,?,0,0,0,0,0,"alive"
"Summer Islands",?,?,?,?,0,0,0,0,0,"alive"
"Tarth",?,?,?,?,0,0,0,0,0,"alive"
"The Great Spring Sickness",?,?,?,?,0,0,0,0,0,"alive"
"The Red Lamb",?,Targaryen,?,"Ser",0,0,0,0,1,"alive"
"Theodore Tyrell",?,Tyrell,?,"Ser",0,0,1,1,0,"alive"
"Tor",?,?,?,?,0,0,0,0,0,"alive"
"Tyrion Lannister",?,Lannister,773,"Hand of the King",1,1,1,1,1,"alive"
"Vixen",?,?,?,?,0,0,0,0,0,"alive"
"Wayfarer's Rest",?,?,?,?,0,0,0,0,0,"alive"
"Widow's Watch",?,?,?,?,0,0,0,0,0,"alive"
"Windblown",?,?,?,?,0,0,0,0,0,"alive"
"Woods witch",?,?,?,?,0,0,0,0,0,"alive"
"Acorn Hall",?,?,?,?,0,0,0,0,0,"alive"
"Big Walder Frey",?,Frey,791,?,1,1,1,1,1,"alive"
"Black Walder Frey",?,Frey,760,?,1,1,1,1,0,"alive"
"Blue Bard",?,Tyrell,?,?,0,0,0,1,1,"alive"
"Fair Walda Frey",?,Frey,780,?,0,1,1,1,0,"alive"
"Fat Walda Frey",?,Frey,783,?,0,1,1,1,1,"alive"
"First Sword of Braavos",?,?,?,?,0,0,0,0,0,"alive"
"Grey Glen",?,?,?,?,0,0,0,0,0,"alive"
"House Stokeworth",?,?,?,"Lord",0,0,0,0,0,"alive"
"Ibben",?,?,?,?,0,0,0,0,0,"alive"
"Iron Fleet",?,?,?,?,0,0,0,0,0,"alive"
"Iron Islands",?,?,?,?,0,0,0,0,0,"alive"
"Little Walder Frey",?,Frey,791,?,1,1,1,1,1,"dead"
"Lord Staunton",?,Staunton,?,"Lord",0,0,0,0,0,"dead"
"Myr",?,?,?,?,0,0,0,0,0,"alive"
"Qarth",?,?,?,?,0,0,0,0,0,"alive"
"Qohor",?,?,?,?,0,0,0,0,0,"alive"
"Red Walder Frey",?,Frey,785,?,0,1,1,1,1,"alive"
"Salt Shore",?,?,?,?,0,0,0,0,0,"alive"
"Sealskin Point",?,?,?,?,0,0,0,0,0,"alive"
"Sleepy Jack",?,?,?,?,0,0,0,0,0,"alive"
"Sloey","braavosi",?,?,?,0,0,0,1,0,"alive"
"Small Paul",?,?,?,?,0,0,1,1,1,"dead"
"Smiling Knight",?,?,?,?,0,0,1,1,0,"alive"
"Softfoot",?,?,?,?,0,0,1,0,0,"dead"
"Soren Shieldbreaker",?,?,?,?,0,0,0,0,0,"alive"
"Sour Alyn",?,Bolton,?,?,0,0,0,0,1,"alive"
"Spare Boot",?,?,?,?,0,0,1,1,1,"alive"
"Spotted Cat","ghiscari",?,?,?,0,0,0,0,1,"alive"
"Spotted Pate of Maidenpool",?,?,?,?,0,0,1,0,0,"dead"
"Spottswood",?,?,?,?,0,0,0,0,0,"alive"
"Squint",?,Greyjoy,?,?,0,1,0,0,0,"dead"
"Squirrel","freefolk",?,?,?,0,0,0,0,1,"dead"
"Stafford Lannister",?,Lannister,?,?,1,1,1,1,1,"dead"
"Stalwart Shield",?,?,?,?,0,0,0,0,1,"dead"
"Stalwart Shields",?,?,?,?,0,0,0,0,0,"alive"
"Stannis Seaworth",?,Seaworth,789,?,0,1,1,1,1,"alive"
"Steelskin","ghiscari",?,?,?,0,0,0,0,1,"alive"
"Steely Pate",?,?,?,?,0,0,0,0,0,"alive"
"Steffarion Sparr","ironborn",Sparr,?,?,0,0,0,1,0,"alive"
"Steffon Baratheon",?,Baratheon,746,"Lord",0,1,1,0,1,"dead"
"Steffon Darklyn",?,Darklyn,?,"Lord Commander",0,0,0,0,0,"dead"
"Steffon Fossoway",?,Fossoway,?,"Ser",0,0,0,0,0,"alive"
"Steffon Frey",?,Frey,763,?,0,1,1,1,0,"alive"
"Steffon Hollard",?,Hollard,?,"Ser",0,0,0,1,0,"alive"
"Steffon Seaworth",?,Seaworth,793,?,0,1,1,1,1,"alive"
"Steffon Stackspear",?,Stackspear,?,"Ser",0,0,1,1,0,"alive"
"Steffon Swyft",?,Swyft,?,"Ser",0,0,1,1,1,"alive"
"Steffon Varner",?,Varner,?,"Lord",0,1,0,0,0,"alive"
"Stevron Frey",?,Frey,733,"Ser",1,1,1,1,1,"dead"
"Stiv",?,?,?,?,1,0,0,0,0,"dead"
"Stone Thumbs","freefolk",?,?,?,0,0,1,0,0,"dead"
"Stonehand","ironborn",?,?,?,0,0,0,1,1,"alive"
"Stonesnake",?,?,750,?,0,1,1,1,1,"alive"
"Stygg",?,Greyjoy,?,?,0,1,1,0,0,"alive"
"Styr","freefolk",?,?,?,0,0,1,1,1,"dead"
"Sumner Crakehall",?,Crakehall,?,"Lord",0,0,1,1,0,"alive"
"Sybassion",?,?,?,?,0,1,0,0,0,"alive"
"Sybell Spicer",?,Spicer,?,"Lady",0,0,1,1,0,"alive"
"Sybelle Glover","northmen",Locke,?,"Lady",0,1,1,1,1,"alive"
"Sylas",?,Greyjoy,?,?,0,1,0,0,0,"dead"
"Sylas Flatnose","ironborn",?,?,"Iron King",0,0,0,1,0,"alive"
"Sylva Santagar","dornish",Santagar,776,"Lady",0,0,0,1,0,"alive"
"Sylwa Paege",?,Paege,?,?,0,1,1,1,0,"alive"
"Symeon Star-Eyes",?,?,?,?,1,1,1,1,1,"alive"
"Symon Hollard",?,Hollard,?,"Master",0,0,0,1,0,"dead"
